h_single_phase,h_evaporation,h_condensation,f_single_phase,f_evaporation,f_condensation,beta,phi,gamma,eta_is,Q,alpha,T1_prime,T3_prime,T5_prime,log_A_evap_LT,log_A_evap_MT,log_A_cond
1.074507122951685,0.9304873460781308,1.219847315338233,0.9097440081655904,1.1107699869993115,1.0486125954092191,39.92694074557947,1.2521570097233794,0.5128711962152654,0.7359395304685146,23180.03474971864,0.3099326836668414,288.69497011784773,306.04789744182443,335.82059421521785,0.2943756574466214,-0.6161014520483483,0.8048035709387946
0.9792603548243224,0.9301405369644616,0.9661335549270196,1.2778417276763403,1.0257052421784956,0.9422376579375524,31.90675050858071,1.2122554395138991,0.5517141382329406,0.7116240759128833,21100.51924527677,0.418807585701814,284.7675661963354,312.93905520555126,333.86549368149514,0.8365754992562131,-0.3673377752535662,1.2064692338374328
1.097153280715104,1.036294340734905,1.0101292307031886,0.99797541628931,0.982652757641764,0.8984616999541062,39.32946965146986,1.2541934359909122,0.6315132947852187,0.6766807513020847,22279.35162541942,0.7214548519562596,284.44680988754936,322.863009082212,324.9557954010881,-0.4758913129407723,0.3875223336735744,0.8358679523441834
1.2284544784612037,0.7130079633013303,0.7862877720679815,0.841343360656615,0.9548344456616068,1.0917514433261302,39.755499660802414,1.198759119272878,0.499858445829775,0.7242921180375436,24271.077886262563,0.4116014660103776,279.48773894709063,307.99110543023,339.85604991178474,0.6211773348456018,-0.5684553563436875,1.2773931661967035
0.9648769937914996,0.741262325123045,0.9183425913212226,1.1233817368154784,0.7782217014448859,1.1546499283743927,51.88818535014192,1.2045465658763987,0.532076584607126,0.710734415379823,28180.14765922493,0.5093953108716831,290.941286679598,316.59271094811754,329.5656012994347,0.2426456776094493,0.1098077959342429,1.1804841219442204
0.964879456457623,0.915656870613854,1.0166383884564798,0.8168734525043466,0.8920233687407937,1.1396920178674297,49.12672414065639,1.18550820367171,0.6011102277086098,0.5873140117772072,28607.30583256344,0.6015094794475889,288.80358046457724,318.3823923065744,326.8803702079971,-0.1737937046120617,0.0631156329851345,1.0770990180804083
1.2368819223261087,0.8480753319498364,0.8273509633866546,1.0313295392507134,0.9309041843560318,0.8741173715166042,56.616382277289794,1.1050838253488189,0.4957596330983245,0.7285117996979955,20069.521305311908,0.431814801189647,279.7795750249998,307.902750879848,323.96550283109525,-0.3064597576759514,-0.7484011234548146,1.0157851172456682
1.1151152093729364,1.047137099889291,1.0563547027518507,0.7060494814180337,1.1585683339328374,0.9536181436223178,44.16644775485848,1.121578285398661,0.4653959819657586,0.6578684483831302,25107.473025775656,0.7358910413604803,284.32292928473225,317.7143269722372,334.96785886376483,-0.9924236438217978,-0.1769193909817715,0.9534008842988004
0.9295788421097572,0.8637963886718184,0.9099041965121792,0.8007720926652354,1.051542743435269,1.0496895147105345,33.58782737814905,1.1062858371373467,0.5079502905827536,0.7114880310328126,24174.11003148779,0.7312236474710556,296.9153177193331,310.50566265438505,336.70128723684564,-1.0622262243801033,0.1928918401434953,1.5519934211144208
1.0813840065378948,0.7881544447997063,0.9562459375310084,1.0295291853803683,0.7355439766955899,1.146331769068354,51.39734361668985,1.227282082252756,0.4822442574508009,0.7292182599846987,22221.078104707303,0.3758911479126821,283.5412378133394,315.7961166118716,323.4817565785571,0.1205652571970649,-0.4000523510583174,0.7914070708158393
